Handle,Command,Title,Author,Body HTML,Summary HTML,Tags,Tags Command,Published,Published At,Image Src,Image Alt Text,Blog: Handle,Metafield: sga.thumbnail [file_reference],Metafield: sga.total_time_minutes [number_integer],Metafield: sga.servings [number_integer],Metafield: sga.dietary [list.single_line_text_field],Metafield: sga.main_product [product_reference],Metafield: sga.related_products [list.product_reference],Metafield: sga.related_articles [list.article_reference],Metafield: sga.you_might_also_like [list.article_reference],Metafield: sga.you_might_also_like_heading [single_line_text_field],Metafield: sga.related_products_heading [single_line_text_field],Metafield: sga.ingredients [list.single_line_text_field],Metafield: sga.ingredient_products [list.product_reference],Metafield: sga.eyebrow [single_line_text_field],Metafield: sga.serving_tip [single_line_text_field],Metafield: sga.difficulty [single_line_text_field],Metafield: sga.instructions [list.single_line_text_field]
okurkove-spalicky-plnene-treskou-a-tvarohem,MERGE,Okurkové špalíčky plněné treskou a tvarohem,Sonnentor,,Jemná lehká svačinka pro malé i velké nebo zajímavé jednohubky na každou párty!,"Děti, Jednohubky, Piknik, Svačina",REPLACE,TRUE,,https://www.sonnentor.com/cz/recipes/36728/image-thumb__36728__thumb-slider/okurkove-spalicky-plnene-treskou-a-tvarohem.eac29177.jpg,Okurkové špalíčky plněné treskou a tvarohem,recipes,okurkove-spalicky-plnene-treskou-a-tvarohem-thumb.jpg,15,1,bez lepku,,,,"cokoladove-grissini, pulmesicky-vsechno-nejmilejsi, nakladane-ostruziny, boruvkovy-kolac-peceny-v-hrnku, dynove-hranolky, kouzelne-hranolky, bylinkova-pomazanka-nebo-dip, palacinky-s-vuni-orientu","Recepty, které by vám také mohly chutnat",Další naše produkty k receptu,"[""2||salátové okurky"",""300|g|tvarohu"",""125|g|drcené tresky v oleji""]","koreni-na-ryby-rybare-svena-bio-35g, pepr-cerny-bio-mlety-50g",Recept,,,"[""Tvaroh vyšlehejte s treskou (přebytečný olej nejprve slijte). Přidejte koření a dobře promíchejte."",""Okurky omyjte, nakrájejte na 3–4centimetrové špalíčky, lžičkou do nich udělejte otvory a vydlabejte část dužiny."",""Špalíčky pak naplňte připravenou směsí, dozdobte cherry rajčátky, bazalkou a podávejte.""]"
spenatove-palacinky-s-kremovym-syrem,MERGE,Špenátové palačinky s krémovým sýrem,Sonnentor,,Vezměte si jarní náladu s sebou ke svačině!,"Svačina, Děti, Jaro, S sebou",REPLACE,TRUE,,https://www.sonnentor.com/cz/recipes/62058/image-thumb__62058__thumb-slider/spenatova-palacinka-se-syrem.8ea1d858.jpg,Špenátové palačinky s krémovým sýrem,recipes,spenatove-palacinky-s-kremovym-syrem-thumb.jpg,30,4,vegetariánské,,,,"cokoladove-grissini, pulmesicky-vsechno-nejmilejsi, orientalni-ledovy-caj, nakladane-ostruziny, boruvkovy-kolac-peceny-v-hrnku, dynove-hranolky, nakladane-lisky, svenova-pomazanka-z-uzeneho-lososa","Recepty, které by vám také mohly chutnat",,"[""100|g|baby špenátu"",""2||vejce"",""100|g|špaldové mouky"",""120|ml|mléka"",""1|stroužek|česneku"",""||sůl a pepř"",""100|g|krémového sýru typu lučina"",""4|lžíce|skyru"",""1||jarní cibulka"",""2|lžíce|hrst sušených rajčat""]",dobra-nalada-smes-kvetu-a-koreni-bio-25g,Recept,,,"[""Všechny ingredience na palačinky kromě mouky vložte do mixéru a dobře promixujte, přidejte 2 lžičky Dobré nálady, poté vmíchejte i mouku. Pokud by těsto bylo příliš husté, přidejte trochu mléka."",""Palačinky pečte na pánvi nasucho z obou stran. Na náplň nadrobno nakrájejte sušená rajčátka i jarní cibulku a smíchejte se sýrem a jogurtem."",""Jednotlivé palačinky namažte vrstvou náplně, srolujte a šikmo překrojte v půlce.""]"
hrabenciny-rezy-pro-bystre-hlavicky,MERGE,Hraběnčiny řezy pro bystré hlavičky,Sonnentor,,Klasický recept s výtečnou kombinací koření pohladí každé břísko!,,REPLACE,TRUE,,https://www.sonnentor.com/cz/recipes/36730/image-thumb__36730__thumb-slider/hrabenciny-rezy-pro-bystre-hlavicky.db03198e.jpg,Hraběnčiny řezy pro bystré hlavičky,recipes,hrabenciny-rezy-pro-bystre-hlavicky-thumb.jpg,30,8,,,,,,,,"[""150|g|ovesných vloček"",""260|g|hladké špaldové mouky"",""200|g|změklého másla"",""||cukru"",""6|g|kypřicího prášku bez fosfátů"",""2|lžíce|mléka"",""4||žloutky"",""1||vanička tvarohu"",""500|g|jablek"",""4||bílky"",""1|lžíce|medu""]",charlieho-koreni-do-kase-bio-70-g,Recept,,,"[""Ovesné vločky v mixéru semelte na mouku. Ve větší míse smíchejte změklé máslo, žloutky a 100 g kokosového cukru. Přidejte 2 lžíce mléka, „mouku“ z ovesných vloček, špaldovou mouku a kypřicí prášek. Vypracujte nelepivé těsto. Z něj třetinu odkrojte a vložte do mrazáku."",""Zbylé dvě třetiny těsta dejte do koláčové formy a vytvarujte. Na těsto rozetřete tvaroh, posypte vrstvou nastrouhaných očištěných jablíček a ta zasypte Charlieho kořením do kaše (1 lžička)."",""Z bílků vyšlehejte tuhý sníh, do něj pak zašlehejte lžíci medu. Vše rozetřete na jablečnou vrstvu. Pak z mrazáku vytáhněte odloženou třetinu těsta a nastrouhejte jej jako drobenku na povrch koláče. Pečte jej v troubě při 180 stupních zhruba půl hodiny, poté troubu ztlumte na 150 stupňů a nechte ještě půl hodiny dopéct.""]"
recke-fazolove-meze-s-lilkem,MERGE,Řecké fazolové meze s lilkem,Sonnentor,,"Řecký předkrm, o který se jedlíci poperou!","Vegetariánské & saláty, Světová kuchyně, Léto",REPLACE,TRUE,,https://www.sonnentor.com/cz/recipes/36731/image-thumb__36731__thumb-slider/recke-fazolove-meze-s-lilkem.e4ff47ab.jpg,Řecké fazolové meze s lilkem,recipes,recke-fazolove-meze-s-lilkem-thumb.jpg,45,4,"vegetariánské, veganské, bez laktózy, bez lepku",,,,"bouillabaisse-s-bagetkou, lososovy-pstruh-peceny-v-troube, rybi-spiz-s-citronovou-travou-na-listovem-spenatu, rolada-z-krkovicky-s-dynovym-pyre, kavovy-lanyz, kouzelna-cokoladova-pena, orientalni-ledovy-caj, knedliky","Recepty, které by vám také mohly chutnat",Další naše produkty k receptu,"[""2||střední lilky(cca 700 g)"",""1||cibule"",""2|stroužky|česneku"",""1||plechovka bílých fazolí"",""1||plechovka krájených rajčat"",""||cukru"",""||Smokey Paprika uzená"",""||sůl a pepř"",""||olivového oleje""]","sbohem-soli-pikantni-bio-50g, skorice-cejlon-bio-mleta-40g, kmin-bio-mlety-60g",Recept,"Zkuste zeleninu obměnit za zelené fazulky, cuketu či mrkev a doplňte ji o cizrnu nebo bílé fazole.",,"[""Lilek nakrájejte na kolečka, rozprostřete na plech vyložený pečicím papírem, zakápněte olejem, osolte, opepřete a dejte při 200 stupních na 20 minut péct, poté všechna kolečka otočte a nechte péct ještě dalších 10 minut. Upečený a mírně vychladlý lilek nakrájejte na kostky."",""Na oleji orestujte cibuli a česnek, poté přidejte pečený lilek a koření. Po chvíli vmíchejte fazoli, rajčata, lžíci cukru a nechte pár minut dusit, dokud směs nezhoustne. Meze doplňte pita chlebem, sýrem feta a olivami nebo nakládanou zeleninou. Využít jej můžete také jako přílohu k hlavnímu jídlu."",""Za skvělý recept děkujeme Jess z blogu jessliciouskitchen.eu.""]"
spaldova-zajeci-ouska,MERGE,Špaldová zaječí ouška,Sonnentor,,Potěšte malé koledníky chutnou snídaní!,"Velikonoce, Jaro, Pečivo, Snídaně, Děti",REPLACE,TRUE,,https://www.sonnentor.com/cz/recipes/36732/image-thumb__36732__thumb-slider/spaldova-zajeci-ouska.424ff240.jpg,Špaldová zaječí ouška,recipes,spaldova-zajeci-ouska-thumb.jpg,40,9,vegetariánské,,,,"cokoladove-grissini, orientalni-ledovy-caj, kvaskovy-chleb, boruvkovy-kolac-peceny-v-hrnku, dynove-hranolky, jahlova-kase-s-granolou, korenene-chlebiky, svenova-pomazanka-z-uzeneho-lososa","Recepty, které by vám také mohly chutnat",,"[""40|ml|mléka"",""60|ml|smetany ke šlehání"",""||půl kostky kvasnic"",""270|g|celozrnné špaldové mouky"",""8|g|Vanilkový cukr"",""||špetka soli"",""1||vejce"",""30|g|roztopeného másla"",""1|lžíce|drcených kakaových bobů""]",,Recept,,,"[""Do hrnku nalijte mléko a smetanu, zahřejte na pokojovou teplotu a rozdrobte do něj kvasnice. Nechte zhruba 15 minut vzejít kvásek. Prosejte mouku do větší mísy, přilijte vzešlý kvásek, přidejte také všechny ostatní suroviny, včetně 35 gramů kokosového cukru a zpracujte v hladké těsto. Přikryjte ho vlhkou utěrkou a nechte zhruba půl hodiny kynout."",""Nakynuté těsto ještě jednou dobře propracujte, vyválejte z něj válec a ten rozdělte na 9 částí. Z každé části vyválejte zhruba 20 cm dlouhý váleček, přehněte jej napůl a z konců vytvarujte zaječí ouška. Jednotlivé kousky pokládejte na plech vyložený pečicím papírem, nechte ještě 10 minut na plechu nakynout, poté potřete rozšlehaným vajíčkem a kakaovými boby naznačte očka a ofinku. Pečte při 180 stupních zhruba 20 minut. Podávejte nejlépe teplé a namazané máslem nebo poctivým oříškovým krémem.""]"
tradicni-velikonocni-mazanec,MERGE,Tradiční velikonoční mazanec,Sonnentor,,"Na velikonočním stole by rozhodně neměl chybět mazanec, tradičně se pekl na Bílou sobotu. Vyzkoušejte tuto sladkou tradici i vy!","Velikonoce, Jaro, Dezerty & sladké, Pečení",REPLACE,TRUE,,https://www.sonnentor.com/cz/recipes/36733/image-thumb__36733__thumb-slider/tradicni-velikonocni-mazanec.aad0db95.jpg,Tradiční velikonoční mazanec,recipes,tradicni-velikonocni-mazanec-thumb.jpg,90,8,vegetariánské,,,,"jablecne-cupcaky, chai-orechovy-muffin, chai-mlecna-ryze, kavovy-lanyz, kouzelna-cokoladova-pena, orientalni-ledovy-caj, pernikove-muffiny, boruvkovy-kolac-peceny-v-hrnku","Recepty, které by vám také mohly chutnat",Další naše produkty k receptu,"[""500|g|hladké mouky"",""40|g|čerstvého droždí"",""2|lžičky|cukru krupice"",""100|g|másla"",""2||žloutky"",""||kůra z 1 biocitronu"",""200|ml|mléka"",""||rozinky a mandle"",""1||vejce na potření""]","ayurvedska-kouzelna-sul-jemna-konv-150g, muskatovy-orisek-bio-mlety-30g",Recept,,,"[""Do hrnku rozdrobte droždí, přidejte cukr, lžíci mouky a trochu vlažného mléka. Vidličkou dobře rozmíchejte a nechte vzejít kvásek. Do mísy vsypte mouku, přidejte špetku soli, rozpuštěné máslo, oba žloutky, kůru z biocitronu, nastrouhaný muškátový oříšek (bude stačit na špičku nože), vykynutý kvásek a také zbytek vlažného mléka. Zadělejte tužší těsto, dobře jej propracujte. Vmíchejte mandle a rozinky, poprašte trochou mouky, přikryjte utěrkou a nechte hodinu a půl kynout. Vykynuté těsto vyklopte na poprášený vál, rozdělte na poloviny a z každé vytvarujte mazanec. Potřete jej rozšlehaným vejcem, případně zasypte mandlovými lupínky. Nechte ještě půl hodiny kynout a poté dejte na 50 minut péct při 190 °C.""]"
rizoto-s-pestem-z-medvediho-cesneku,MERGE,Rizoto s pestem z medvědího česneku,Sonnentor,,Svěží rizoto s hráškem a medvědím česnekem přivolá jaro.,"Jaro, Velikonoce, zelenina, svěží",REPLACE,TRUE,,https://www.sonnentor.com/cz/recipes/36734/image-thumb__36734__thumb-slider/rizoto-s-pestem-z-medvediho-cesneku.e8a4a7ad.jpg,Rizoto s pestem z medvědího česneku,recipes,rizoto-s-pestem-z-medvediho-cesneku-thumb.jpg,40,4,"vegetariánské, veganské, bez laktózy, bez lepku",,,,"polevka-z-korenove-zeleniny, filety-ze-sivena-se-zeleninou-a-ruzovymi-poupaty, orientalni-ledovy-caj, grilovane-vege-dobrutky, silna-polevka-z-cervene-repy, kouzelne-hranolky, velikonocni-mrkvova-marmelada, marocky-zapeceny-lilek","Recepty, které by vám také mohly chutnat",,"[""250|g|rýže (typu arborio)"",""1||cibulka nebo šalotka"",""150|g|hrášku"",""150|ml|suchého bílého vína"",""1|l|zeleninového vývaru"",""||2–3 lžíce lahůdkového droždí nebo parmezánu"",""||olivového oleje"",""||sůl a pepř"",""50|g|medvědího česneku"",""||3–4 lžíce olivového oleje"",""1|stroužek|česneku"",""2|lžíce|lahůdkového droždí nebo parmezánu"",""||sůl a pepř""]",vse-v-zelenem-salatove-koreni-bio-15g,Recept,"Vyzkoušejte i jiné zelené varianty, nebojte se chřestu, špenátu, mladé kopřivy nebo bazalky.",,"[""Na olivovém oleji orestujeme cibulku, přidáme hrášek a rýži. Vše dobře promícháme. Podlijeme vínem a postupně začneme přilévat vývar, pak rizoto přikryjeme a necháme vařit. Občas promícháme. Při vyvaření vývaru po troškách přiléváme, dokud není rýže al dente. Mezitím si připravíme pesto, v mixéru jednoduše všechny suroviny dobře rozmixujeme a vmícháme do uvařeného rizota. Dochutíme solí, kořením a pepřem, případně můžeme přidat lahůdkové droždí nebo parmezán a špetku muškátového oříšku.""]"
barevny-chrestovy-salat,MERGE,Barevný chřestový salát,Sonnentor,,"Bílý a zelený chřest dohromady s ředkvičkami a jahodami tvoří dokonalou, svěží kombinaci.","Vegetariánské & saláty, Léto",REPLACE,TRUE,,https://www.sonnentor.com/cz/recipes/36735/image-thumb__36735__thumb-slider/barevny-chrestovy-salat.ba780164.jpg,Barevný chřestový salát,recipes,barevny-chrestovy-salat-thumb.jpg,20,2,"vegetariánské, bez lepku",,,,"lososovy-pstruh-peceny-v-troube, rybi-spiz-s-citronovou-travou-na-listovem-spenatu, kouzelna-cokoladova-pena, orientalni-ledovy-caj, knedliky, orientalni-cizrnovy-gulas-s-datlemi, selska-bramborova-pizza, wongovy-ryzove-karbanatky","Recepty, které by vám také mohly chutnat",,"[""250|g|bílého chřestu"",""250|g|zeleného chřestu"",""1||svazek ředkviček"",""100|g|jahod"",""100|g|Feta sýru"",""||sůl a pepř"",""||olivového oleje"",""||bílého vinného octa""]",vse-v-zelenem-salatove-koreni-bio-15g,Recept,,,"[""Omyjte chřest a zbavte jej zdřevnatělých částí a oloupejte. Nakrájejte na přiměřeně velké kousky. Kousky chřestu vařte 4-5 minut ve slané vodě, pak je rychle schlaďte v ledové vodě. Jahody a ředkvičky umyjte a nakrájejte na kousky. Na dresink smíchejte sůl, pepř, olivový olej, vinný ocet a koření Vše v zeleném. Přelijte přes salát.""]"
selske-zapekane-brambory-s-chrestem,MERGE,Selské zapékané brambory s chřestem,Sonnentor,,Bílý chřest zapečený s brambory v krémovém kabátku.,"Vegetariánské & saláty, Léto, zelenina, Sbohem soli / bez soli",REPLACE,TRUE,,https://www.sonnentor.com/cz/recipes/36736/image-thumb__36736__thumb-slider/selske-zapekane-brambory-s-chrestem.24953471.jpg,Selské zapékané brambory s chřestem,recipes,selske-zapekane-brambory-s-chrestem-thumb.jpg,30,2,"vegetariánské, bez lepku",,,,"polevka-z-korenove-zeleniny, lososovy-pstruh-peceny-v-troube, rybi-spiz-s-citronovou-travou-na-listovem-spenatu, filety-ze-sivena-se-zeleninou-a-ruzovymi-poupaty, kouzelna-cokoladova-pena, orientalni-ledovy-caj, knedliky, orientalni-cizrnovy-gulas-s-datlemi","Recepty, které by vám také mohly chutnat",Další naše produkty k receptu,"[""250|g|bílého chřestu"",""400|g|brambor"",""||Sbohem, soli!"",""100|g|sýru"",""200|ml|smetany"",""2|stroužky|česneku""]",selske-koreni-na-brambory-bio-25g,Recept,,,"[""Chřest omyjte a odstraňte zdřevnatělé konce, nakrájejte na kousky. Brambory omyjte, nakrájejte a uvařte. Česnek protlačte a smíchejte se smetanou. Dochuťte směsí Sbohem soli! Zeleninová, osolte a opepřete. Zeleninu vložte do pekáčku a přelijte smetanou. Posypte nastrouhaným sýrem a pečte při 200°C cca 10-15 minut. Posypte Selským kořením na brambory a servírujte.""]"
chrestove-crostini,MERGE,Chřestové Crostini,Sonnentor,,"Opečená ciabatta s kozím sýrem, žampiony a chřestem.","Vegetariánské & saláty, Léto, Koření Zase dobře!, Pečivo, zelenina",REPLACE,TRUE,,https://www.sonnentor.com/cz/recipes/36737/image-thumb__36737__thumb-slider/chrestove-crostini.c6b922d8.jpg,Chřestové Crostini,recipes,chrestove-crostini-thumb.jpg,20,2,vegetariánské,,,,"cokoladove-grissini, polevka-z-korenove-zeleniny, lososovy-pstruh-peceny-v-troube, rybi-spiz-s-citronovou-travou-na-listovem-spenatu, filety-ze-sivena-se-zeleninou-a-ruzovymi-poupaty, kouzelna-cokoladova-pena, orientalni-ledovy-caj, kvaskovy-chleb","Recepty, které by vám také mohly chutnat",,"[""2||menší ciabatty"",""||zeleného chřestu"",""||kozí sýr"",""||žampiony"",""||olivového oleje"",""||sůl a pepř""]",salatove-koreni-mlete-bio-35g,Recept,,,"[""Odstraňte chřestu zdřevnatělé konce, oloupejte a nakrájejte spolu se žampiony na kousky. Orestujte vše na pánvi a dochuťte solí a pepřem. Opečte plátky ciabatty, natřete krémovým kozím sýrem a posypte kořením. Nahoru položte opečený chřest se žampiony a podávejte.""]"
mrizkovy-kolac-s-makem,MERGE,Mřížkový koláč s mákem,Sonnentor,,"Kombinace máku, povidel a kapky citronu je jednoduše neodolatelná!","Dezerty & sladké, Pečení, Jaro, Podzim",REPLACE,TRUE,,https://www.sonnentor.com/cz/recipes/36738/image-thumb__36738__thumb-slider/mrizkovy-kolac-s-makem.bf4bb433.jpg,Mřížkový koláč s mákem,recipes,mrizkovy-kolac-s-makem-thumb.jpg,90,8,vegetariánské,,,,"jablecne-cupcaky, peceny-kapri-filet-v-makovem-obalu, rolada-z-krkovicky-s-dynovym-pyre, chai-orechovy-muffin, chai-mlecna-ryze, kavovy-lanyz, kouzelna-cokoladova-pena, orientalni-ledovy-caj","Recepty, které by vám také mohly chutnat",,"[""300|g|hladké špaldové mouky"",""150|g|mletých mandlí"",""200|g|změklého másla"",""1||vejce"",""||cukru"",""||2-3 lžíce studené vody"",""1|lžíce|citronovou šťávu"",""0.5|lžíce|strouhané citronové kůry"",""||mák"",""300|g|švestkových povidel"",""50|ml|rumu"",""||šťáva z 1 citronu"",""25|g|másla"",""||datlový sirup na doslazení""]",,Recept,Nahrazením másla veganskou alternativou a vajíčka lněným semínkem vykouzlíte v mžiku skvělý vegan dezert!,,"[""Nejprve namelte mák, pak smíchejte všechny suroviny na těsto, přidejte 100 g cukru a 1,5 lžičky citronu a dlaní vypracujte měkké nelepivé těsto (pokud by se příliš lepilo, přidejte trochu mouky). Zabalte jej do potravinářské folie a alespoň na hodinu nechte ztuhnout v lednici. Mezitím v misce smíchejte všechny ingredience na makovou náplň, přidejte 200 g máku, doslaďte dle chuti a také dejte chladit."",""Vychlazené těsto rozdělte na dvě části: trochu větší použijte na základ koláče, z druhé části budete tvarovat mřížku. Větší část těsta rozválejte mezi dvěma pečicími papíry na velikost plechu (my použili rozměr 25x35 cm), těsto by mělo být vysoké zhruba půl centimetru. Vyložte jím nachystaný plech a propíchejte vidličkou. Druhou polovinu těsta rozválejte zhruba na výšku 3 mm a rozřežte jej na centimetrové pásky. Makovou náplň ještě jednou pořádně promíchejte a případně přidejte trochu povidel nebo másla, aby nebyla suchá. Poté ji rovnoměrně rozetřete na těsto a na závěr z nakrájených pásků vytvořte mřížku. Koláč pečte v předehřáté troubě na 180 stupňů zhruba 35-40 minut, průběžně ho sledujte, jakmile začne mřížka hnědnout, je koláč hotový.""]"
mrkvove-powerballs,MERGE,Mrkvové powerballs,Sonnentor,,Chybí vám energie? Doplňte ji jedna dvě!,"Dezerty & sladké, Svačina, Koření Zase dobře!",REPLACE,TRUE,,https://www.sonnentor.com/_default_upload_bucket/104736/image-thumb__104736__thumb-slider/mrkvove%20powerballs%C2%A0%E2%80%93%C2%A0obnoven%C3%BD.2a1bdb3b.jpg,Mrkvové powerballs,recipes,mrkvove-powerballs-thumb.jpg,15,4,"bez laktózy, bez lepku, vegetariánské, veganské",,,,"cokoladove-grissini, jablecne-cupcaky, chai-orechovy-muffin, chai-mlecna-ryze, pulmesicky-vsechno-nejmilejsi, kavovy-lanyz, kouzelna-cokoladova-pena, nakladane-ostruziny","Recepty, které by vám také mohly chutnat",Další naše produkty k receptu,"[""1||mrkev"",""4||vypeckované datle"",""4||sušené fíky"",""1|lžíce|kokosového oleje"",""100|g|vlašských mletých ořechů"",""50|g|kokosu""]","charlieho-koreni-do-kase-bio-70-g, skorice-cejlon-bio-mleta-40g",Recept,Vezměte si kuličky s sebou na cesty či do práce a doplňte zdravě energii kdykoliv během dne!,,"[""Mrkev nastrouhejte a spolu s nakrájenými datlemi a fíky dejte do mixéru. Přidejte kokosový olej, lehce promixujte, poté přidejte mleté ořechy, kokos a koření."",""Vše umixujte v hrubou pastu. Dlaněmi tvarujte kuličky, obalte je v kokosu a vychutnávejte.""]"
